ENA_SAMPLE_ACCESSION;ENA_ALIAS;ENA_RUN_ACCESSION;REPLICA;COLLECTION_DATE;COMPLETE_NAME;COUNTRY;CITY;LATITUDE;LONGITUDE;PLANT;SAMPLING TYPE;SEWAGE TYPE;;;;;;;;;;;;;
ERS17759448;1007259;ERR12510769;1;2020-07-23;DTU_2020_1007259_1_MG_RA_CPH_Sewage_720;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759447;1007204;ERR12510699;1;2020-02-04;DTU_2020_1007204_1_MG_RA_CPH_Sewage_629;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759446;1007150;ERR12510640;1;2019-01-30;DTU_2020_1007150_1_MG_RA_CPH_Sewage_494;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759445;1007240;ERR12510748;1;2020-06-04;DTU_2020_1007240_1_MG_RA_CPH_Sewage_690;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759444;1007190;ERR12510683;1;2019-12-20;DTU_2020_1007190_1_MG_RA_CPH_Sewage_615;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759444;1007190;ERR12510684;2;2019-12-20;DTU_2020_1007190_2_MG_RA_CPH_Sewage_615;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759443;1007234;ERR12510739;1;2020-05-14;DTU_2020_1007234_1_MG_RA_CPH_Sewage_672;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759442;1007165;ERR12510648;1;2019-06-28;DTU_2020_1007165_1_MG_RA_CPH_Sewage_547;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759441;1007250;ERR12510760;1;2020-06-29;DTU_2020_1007250_1_MG_RA_CPH_Sewage_711;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759440;1007167;ERR12510650;1;2019-07-27;DTU_2020_1007167_1_MG_RA_CPH_Sewage_560;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759439;1007271;ERR12510783;1;2020-08-19;DTU_2020_1007271_1_MG_RA_CPH_Sewage_735;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759439;1007271;ERR12510784;2;2020-08-19;DTU_2020_1007271_2_MG_RA_CPH_Sewage_735;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759438;1007253;ERR12510763;1;2020-07-07;DTU_2020_1007253_1_MG_RA_CPH_Sewage_714;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759437;1007162;ERR12510647;1;2019-05-27;DTU_2020_1007162_1_MG_RA_CPH_Sewage_536;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759436;1007199;ERR12510694;1;2020-01-22;DTU_2020_1007199_1_MG_RA_CPH_Sewage_624;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759435;1007201;ERR12510696;1;2020-02-29;DTU_2020_1007201_1_MG_RA_CPH_Sewage_626;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759434;1007278;ERR12510794;1;2020-09-28;DTU_2020_1007278_1_MG_RA_CPH_Sewage_2_587;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759433;1007218;ERR12510716;1;2020-03-12;DTU_2020_1007218_1_MG_RA_CPH_Sewage_645;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759433;1007218;ERR12510717;2;2020-03-12;DTU_2020_1007218_2_MG_RA_CPH_Sewage_645;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759432;1007265;ERR12510775;1;2020-08-04;DTU_2020_1007265_1_MG_RA_CPH_Sewage_726;Denmark;Copenhagen;55,6085;12,4505;Rensningsanlaeg Avedoere;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759552;1007258;ERR12510768;1;2020-07-23;DTU_2020_1007258_1_MG_RL_CPH_Sewage_719;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759551;1007219;ERR12510719;2;2020-03-12;DTU_2020_1007219_2_MG_RL_CPH_Sewage_646;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759551;1007219;ERR12510718;1;2020-03-12;DTU_2020_1007219_1_MG_RL_CPH_Sewage_646;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759550;1007236;ERR12510742;2;2020-05-28;DTU_2020_1007236_2_MG_RL_CPH_Sewage_683;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759550;1007236;ERR12510741;1;2020-05-28;DTU_2020_1007236_1_MG_RL_CPH_Sewage_683;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759549;1007249;ERR12510759;1;2020-06-29;DTU_2020_1007249_1_MG_RL_CPH_Sewage_710;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759548;1007209;ERR12510704;1;2020-02-19;DTU_2020_1007209_1_MG_RL_CPH_Sewage_634;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759547;1007200;ERR12510695;1;2020-02-29;DTU_2020_1007200_1_MG_RL_CPH_Sewage_625;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759546;1007203;ERR12510698;1;2020-02-04;DTU_2020_1007203_1_MG_RL_CPH_Sewage_628;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759545;1007275;ERR12510791;2;2019-09-28;DTU_2020_1007275_2_MG_RL_CPH_Sewage_1_586;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759545;1007275;ERR12510790;1;2019-09-28;DTU_2020_1007275_1_MG_RL_CPH_Sewage_1_586;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759544;1007276;ERR12510792;1;2020-09-28;DTU_2020_1007276_1_MG_RL_CPH_Sewage_2_586;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759543;1007270;ERR12510782;2;2020-08-19;DTU_2020_1007270_2_MG_RL_CPH_Sewage_734;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759543;1007270;ERR12510781;1;2020-08-19;DTU_2020_1007270_1_MG_RL_CPH_Sewage_734;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759542;1007222;ERR12510723;1;2020-03-20;DTU_2020_1007222_1_MG_RL_CPH_Sewage_649;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759541;1007173;ERR12510652;1;2019-10-13;DTU_2020_1007173_1_MG_RL_CPH_Sewage_592;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759540;1007230;ERR12510734;3;2020-05-05;DTU_2020_1007230_3_MG_RL_CPH_Sewage_662;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759540;1007230;ERR12510732;1;2020-05-05;DTU_2020_1007230_1_MG_RL_CPH_Sewage_662;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759540;1007230;ERR12510733;2;2020-05-05;DTU_2020_1007230_2_MG_RL_CPH_Sewage_662;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759539;1007267;ERR12510778;2;2020-08-12;DTU_2020_1007267_2_MG_RL_CPH_Sewage_731;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759539;1007267;ERR12510777;1;2020-08-12;DTU_2020_1007267_1_MG_RL_CPH_Sewage_731;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759538;1007281;ERR12510799;2;2020-05-20;DTU_2020_1007281_2_MG_RL_CPH_Sewage_1_677;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759538;1007281;ERR12510798;1;2020-05-20;DTU_2020_1007281_1_MG_RL_CPH_Sewage_1_677;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759537;1007192;ERR12510686;1;2020-01-07;DTU_2020_1007192_1_MG_RL_CPH_Sewage_617;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759536;1007215;ERR12510711;1;2020-04-02;DTU_2020_1007215_1_MG_RL_CPH_Sewage_640;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759536;1007215;ERR12510712;2;2020-04-02;DTU_2020_1007215_2_MG_RL_CPH_Sewage_640;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759535;1007227;ERR12510729;1;2020-04-27;DTU_2020_1007227_1_MG_RL_CPH_Sewage_654;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759534;1007272;ERR12510785;1;2020-08-27;DTU_2020_1007272_1_MG_RL_CPH_Sewage_740;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759534;1007272;ERR12510786;2;2020-08-27;DTU_2020_1007272_2_MG_RL_CPH_Sewage_740;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759533;1007242;ERR12510751;1;2020-06-10;DTU_2020_1007242_1_MG_RL_CPH_Sewage_695;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759533;1007242;ERR12510752;2;2020-06-10;DTU_2020_1007242_2_MG_RL_CPH_Sewage_695;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759532;1007233;ERR12510738;1;2020-05-14;DTU_2020_1007233_1_MG_RL_CPH_Sewage_671;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759531;1007183;ERR12510670;1;2019-11-24;DTU_2020_1007183_1_MG_RL_CPH_Sewage_605;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759531;1007183;ERR12510671;2;2019-11-24;DTU_2020_1007183_2_MG_RL_CPH_Sewage_605;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759530;1007226;ERR12510728;1;2020-04-16;DTU_2020_1007226_1_MG_RL_CPH_Sewage_653;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759529;1007245;ERR12510755;1;2020-06-17;DTU_2020_1007245_1_MG_RL_CPH_Sewage_701;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759528;1007252;ERR12510762;1;2020-07-07;DTU_2020_1007252_1_MG_RL_CPH_Sewage_713;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759527;1007195;ERR12510690;1;2020-01-14;DTU_2020_1007195_1_MG_RL_CPH_Sewage_620;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759526;1007282;ERR12510800;1;2020-05-20;DTU_2020_1007282_1_MG_RL_CPH_Sewage_2_677;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759525;1007206;ERR12510701;1;2020-02-11;DTU_2020_1007206_1_MG_RL_CPH_Sewage_631;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759524;1007180;ERR12510664;1;2019-11-17;DTU_2020_1007180_1_MG_RL_CPH_Sewage_602;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759524;1007180;ERR12510665;2;2019-11-17;DTU_2020_1007180_2_MG_RL_CPH_Sewage_602;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759523;1007170;ERR12510651;1;2019-08-29;DTU_2020_1007170_1_MG_RL_CPH_Sewage_571;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759522;1007239;ERR12510747;1;2020-06-04;DTU_2020_1007239_1_MG_RL_CPH_Sewage_689;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759521;1007186;ERR12510676;1;2019-12-02;DTU_2020_1007186_1_MG_RL_CPH_Sewage_608;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759521;1007186;ERR12510677;2;2019-12-02;DTU_2020_1007186_2_MG_RL_CPH_Sewage_608;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759520;1007247;ERR12510757;1;2020-06-24;DTU_2020_1007247_1_MG_RL_CPH_Sewage_707;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759519;1007216;ERR12510713;1;2020-03-05;DTU_2020_1007216_1_MG_RL_CPH_Sewage_642;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759519;1007216;ERR12510714;2;2020-03-05;DTU_2020_1007216_2_MG_RL_CPH_Sewage_642;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759518;1007255;ERR12510765;1;2020-07-14;DTU_2020_1007255_1_MG_RL_CPH_Sewage_716;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759517;1007198;ERR12510693;1;2020-01-22;DTU_2020_1007198_1_MG_RL_CPH_Sewage_623;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759516;1007189;ERR12510682;1;2019-12-20;DTU_2020_1007189_1_MG_RL_CPH_Sewage_614;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759515;1007261;ERR12510771;1;2020-07-29;DTU_2020_1007261_1_MG_RL_CPH_Sewage_722;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759514;1007264;ERR12510774;1;2020-08-04;DTU_2020_1007264_1_MG_RL_CPH_Sewage_725;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759513;1007158;ERR12510645;1;2019-03-27;DTU_2020_1007158_1_MG_RL_CPH_Sewage_518;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759512;1007176;ERR12510657;1;2019-11-02;DTU_2020_1007176_1_MG_RL_CPH_Sewage_597;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759512;1007176;ERR12510658;2;2019-11-02;DTU_2020_1007176_2_MG_RL_CPH_Sewage_597;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759511;1007224;ERR12510726;1;2020-03-26;DTU_2020_1007224_1_MG_RL_CPH_Sewage_651;Denmark;Copenhagen;55,6956;12,6139;Rensningsanlaeg Lynetten;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759510;1007166;ERR12510649;1;2019-06-28;DTU_2020_1007166_1_MG_RD_CPH_Sewage_548;Denmark;Copenhagen;55,6405;12,5058;Rensningsanlaeg Damhusaaen;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759421;1014205;ERR12510863;1;2021-08-11;DTU_2022_1014205_1_MG_NL_RO_210811_GSL_1131;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759420;1014188;ERR12510855;1;2021-04-07;DTU_2022_1014188_1_MG_NL_RO_210407_GSL_1114;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759419;1014171;ERR12510846;1;2020-11-25;DTU_2022_1014171_1_MG_NL_RO_201125_GSL_1097;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759379;1015083;ERR12510903;1;2020-05-26;DTU_2022_1015083_1_MG_IT_RO_200526_GSL_89;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759378;1015081;ERR12510902;1;2020-05-12;DTU_2022_1015081_1_MG_IT_RO_200512_GSL_87;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759377;1015078;ERR12510901;1;2020-04-21;DTU_2022_1015078_1_MG_IT_RO_200421_GSL_84;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759376;1015085;ERR12510904;1;2020-06-16;DTU_2022_1015085_1_MG_IT_RO_200616_GSL_91;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759375;1015100;ERR12510912;1;2020-10-06;DTU_2022_1015100_1_MG_IT_RO_201006_GSL_364;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759374;1015075;ERR12510899;1;2020-03-31;DTU_2022_1015075_1_MG_IT_RO_200331_GSL_3;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759373;1015087;ERR12510905;1;2020-06-30;DTU_2022_1015087_1_MG_IT_RO_200630_GSL_351;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759372;1015077;ERR12510900;1;2020-04-14;DTU_2022_1015077_1_MG_IT_RO_200414_GSL_5;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759371;1015096;ERR12510910;1;2020-09-08;DTU_2022_1015096_1_MG_IT_RO_200908_GSL_360;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759370;1015094;ERR12510909;1;2020-08-26;DTU_2022_1015094_1_MG_IT_RO_200826_GSL_358;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759369;1015089;ERR12510906;1;2020-07-14;DTU_2022_1015089_1_MG_IT_RO_200714_GSL_353;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759368;1014091;ERR12510810;1;2020-07-27;DTU_2022_1014091_1_MG_HU_BU_3_200721_GSL_198;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759367;1014134;ERR12510827;1;2021-04-26;DTU_2022_1014134_1_MG_HU_BU_3_210426_GSL_907;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759418;1014187;ERR12510854;1;2021-03-24;DTU_2022_1014187_1_MG_NL_RO_210324_GSL_1113;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759417;1014158;ERR12510840;1;2020-08-25;DTU_2022_1014158_1_MG_NL_RO_200823_GSL_1084;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759416;1014164;ERR12510843;1;2020-10-07;DTU_2022_1014164_1_MG_NL_RO_201007_GSL_1090;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759415;1014168;ERR12510845;1;2020-11-04;DTU_2022_1014168_1_MG_NL_RO_201104_GSL_1094;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759414;1014192;ERR12510857;1;2021-05-05;DTU_2022_1014192_1_MG_NL_RO_210505_GSL_1118;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759413;1014143;ERR12510833;1;2020-05-04;DTU_2022_1014143_1_MG_NL_RO_200504_GSL_1069;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759412;1014156;ERR12510839;1;2020-08-05;DTU_2022_1014156_1_MG_NL_RO_200805_GSL_1082;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759411;1014198;ERR12510860;1;2021-06-23;DTU_2022_1014198_1_MG_NL_RO_210623_GSL_1124;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
